Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,1100
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.0
Upper Discriminator:,772
Lower Discriminator:,256
Calibration Coefficients:Elapsed Real Time:,600.7
Elapsed Live Time:,600.0
Start Time:,February 11, 2020, 02:28:28
End Time:,February 11, 2020, 02:38:28
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid


Channel Data:
Channel,Energy,Counts
376,,5
377,,9
378,,13
379,,10
380,,13
381,,12
382,,9
383,,14
384,,6
385,,6
386,,5
387,,11
388,,9
389,,9
390,,8
391,,4
392,,13
393,,12
394,,13
395,,10
396,,9
397,,12
398,,7
399,,12
400,,7
401,,8
402,,6
403,,10
404,,12
405,,12
406,,12
407,,14
408,,7
409,,11
410,,3
411,,10
412,,10
413,,8
414,,5
415,,8
416,,2
417,,5
418,,3
419,,2
420,,6
421,,7
422,,10
423,,7
424,,5
425,,7
426,,12
427,,9
428,,5
429,,6
430,,9
431,,5
432,,7
433,,7
434,,7
435,,9
436,,6
437,,11
438,,5
439,,11
440,,10
441,,4
442,,7
443,,7
444,,10
445,,7
446,,5
447,,6
448,,7
449,,2
450,,8
451,,6
452,,4
453,,6
454,,11
455,,3
456,,4
457,,9
458,,6
459,,10
460,,5
461,,7
462,,3
463,,10
464,,6
465,,6
466,,4
467,,5
468,,9
469,,7
470,,7
471,,8
472,,8
473,,12
474,,11
475,,3
476,,14
477,,7
478,,13
479,,12
480,,13
481,,19
482,,19
483,,16
484,,15
485,,21
486,,20
487,,17
488,,23
489,,21
490,,19
491,,29
492,,29
493,,26
494,,33
495,,21
496,,31
497,,29
498,,36
499,,52
500,,32
501,,27
502,,45
503,,38
504,,30
505,,43
506,,50
507,,43
508,,41
509,,42
510,,44
511,,47
512,,42
513,,32
514,,53
515,,44
516,,40
517,,45
518,,45
519,,35
520,,48
521,,40
522,,36
523,,29
524,,32
525,,24
526,,32
527,,23
528,,32
529,,30
530,,19
531,,22
532,,17
533,,18
534,,16
535,,13
536,,17
537,,12
538,,13
539,,12
540,,8
541,,11
542,,12
543,,10
544,,12
545,,12
546,,12
547,,9
548,,4
549,,8
550,,5
551,,8
552,,5
553,,10
554,,6
555,,6
556,,11
557,,8
558,,7
559,,7
560,,5
561,,2
562,,2
563,,3
564,,5
565,,7
566,,8
567,,4
568,,6
569,,6
570,,2
571,,7
572,,2
573,,5
574,,6
575,,3
576,,10
577,,6
578,,2
579,,8
580,,4
581,,1
582,,5
583,,7
584,,1
585,,3
586,,8
587,,7
588,,3
589,,3
590,,5
591,,3
592,,4
593,,3
594,,6
595,,5
596,,6
597,,6
598,,3
599,,5
600,,4
601,,7
602,,5
603,,3
604,,3
605,,5
606,,6
607,,8
608,,3
609,,2
610,,3
611,,4
612,,2
613,,5
614,,1
615,,5
616,,4
617,,6
618,,4
619,,4
620,,3
621,,2
622,,1
623,,4
624,,6
625,,3
626,,5
627,,3
628,,2
629,,2
630,,7
631,,3
632,,3
633,,4
634,,8
635,,4
636,,5
637,,6
638,,2
639,,4
640,,2
641,,3
642,,4
643,,1
644,,2
645,,5
646,,2
647,,6
648,,4
649,,9
650,,5
651,,5
652,,7
653,,6
654,,5
655,,6
656,,5
657,,2
658,,4
659,,6
660,,5
661,,2
662,,6
663,,5
664,,7
665,,4
666,,6
667,,3
668,,3
669,,2
670,,3
671,,11
672,,1
673,,5
674,,4
675,,1
676,,2
677,,1
678,,3
679,,3
680,,5
681,,5
682,,5
683,,6
684,,1
685,,6
686,,5
687,,4
688,,4
689,,4
690,,3
691,,2
692,,7
693,,6
694,,2
695,,4
696,,4
697,,6
698,,3
699,,5
700,,2
701,,3
702,,5
703,,5
704,,5
705,,4
706,,8
707,,4
708,,0
709,,7
710,,4
711,,8
712,,3
713,,3
714,,6
715,,1
716,,7
717,,3
718,,9
719,,3
720,,2
721,,5
722,,5
723,,2
724,,4
725,,2
726,,8
727,,3
728,,2
729,,4
730,,1
731,,9
732,,6
733,,3
734,,7
735,,5
736,,6
737,,5
738,,3
739,,4
740,,5
741,,6
742,,4
743,,2
744,,4
745,,6
746,,6
747,,2
748,,5
749,,8
750,,1
751,,3
752,,2
753,,6
754,,3
755,,6
756,,1
757,,6
758,,4
759,,2
760,,4
761,,2
762,,4
763,,5
764,,4
765,,3
766,,6
767,,2
768,,4
769,,1
770,,0
771,,0
772,,0
773,,0
774,,0
775,,0
776,,0
777,,0
778,,0
779,,0
780,,0
781,,0
782,,0
783,,0
784,,0
785,,0
786,,0
787,,0
788,,0
789,,0
790,,0
791,,0
792,,0
793,,0
794,,0
795,,0
796,,0
797,,0
798,,0
799,,0
800,,0
801,,0
802,,0
803,,0
804,,0
805,,0
806,,0
807,,0
808,,0
809,,0
810,,0
811,,0
812,,0
813,,0
814,,0
815,,0
816,,0
817,,0
818,,0
819,,0
820,,0
821,,0
822,,0
823,,0
824,,0
825,,0
826,,0
827,,0
828,,0
829,,0
830,,0
831,,0
832,,0
833,,0
834,,0
835,,0
836,,0
837,,0
838,,0
839,,0
840,,0
841,,0
842,,0
843,,0
844,,0
845,,0
846,,0
847,,0
848,,0
849,,0
850,,0
851,,0
852,,0
853,,0
854,,0
855,,0
856,,0
857,,0
858,,0
859,,0
860,,0
861,,0
862,,0
863,,0
864,,0
865,,0
866,,0
867,,0
868,,0
869,,0
870,,0
871,,0
872,,0
873,,0
874,,0
875,,0
876,,0
877,,0
878,,0
879,,0
880,,0
881,,0
882,,0
883,,0
884,,0
885,,0
886,,0
887,,0
888,,0
889,,0
890,,0
891,,0
892,,0
893,,0
894,,0
895,,0
896,,0
897,,0
898,,0
899,,0
900,,0
901,,0
902,,0
903,,0
904,,0
905,,0
906,,0
907,,0
908,,0
909,,0
910,,0
911,,0
912,,0
913,,0
914,,0
915,,0
916,,0
917,,0
918,,0
919,,0
920,,0
921,,0
922,,0
923,,0
924,,0
925,,0
926,,0
927,,0
928,,0
929,,0
930,,0
931,,0
932,,0
933,,0
934,,0
935,,0
936,,0
937,,0
938,,0
939,,0
940,,0
941,,0
942,,0
943,,0
944,,0
945,,0
946,,0
947,,0
948,,0
949,,0
950,,0
951,,0
952,,0
953,,0
954,,0
955,,0
956,,0
957,,0
958,,0
959,,0
960,,0
961,,0
962,,0
963,,0
964,,0
965,,0
966,,0
967,,0
968,,0
969,,0
970,,0
971,,0
972,,0
973,,0
974,,0
975,,0
976,,0
977,,0
978,,0
979,,0
980,,0
981,,0
982,,0
983,,0
984,,0
985,,0
986,,0
987,,0
988,,0
989,,0
990,,0
991,,0
992,,0
993,,0
994,,0
995,,0
996,,0
997,,0
998,,0
999,,0
1000,,0
1001,,0
1002,,0
1003,,0
1004,,0
1005,,0
1006,,0
1007,,0
1008,,0
1009,,0
1010,,0
1011,,0
1012,,0
1013,,0
1014,,0
1015,,0
1016,,0
1017,,0
1018,,0
1019,,0
1020,,0
1021,,0
1022,,0
1023,,0
